Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Andorra,AND,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Angola,AGO,0.223975701276151,0.28961261950389,..,..,..,0.312737406815417,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Antigua and Barbuda,ATG,10.1667173801732,9.82174065965464,..,..,..,8.21521423021131,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Argentina,ARG,0.13562191782836,0.114085116204704,..,..,..,0.133082020107503,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Armenia,ARM,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Aruba,ABW,0.888374504841017,0.583561522516028,..,..,..,0.391895298861223,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Australia,AUS,1.12548771263708,1.02568169708652,..,..,..,0.891658665099294,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Austria,AUT,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Azerbaijan,AZE,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,"Bahamas, The",BHS,9.39056786754263,8.59576778620225,..,..,..,8.81946138109951,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Bahrain,BHR,2.13596720477187,1.42874912983831,..,..,..,1.00296909004442,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Bangladesh,BGD,3.50883156367533,2.90131692460267,..,..,..,2.31700157793298,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Barbados,BRB,0.629158929572346,0.371967223414487,..,..,..,0.359909968566364,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Belarus,BLR,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Belgium,BEL,1.4273568749836,1.38434654529567,..,..,..,1.25013287651431,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Belize,BLZ,8.20576159557445,6.11242633111243,..,..,..,5.38707016757099,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Benin,BEN,2.13407112678336,1.63274660913926,..,..,..,1.25107700551382,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Bermuda,BMU,2.91240801183944,2.98504405649087,..,..,..,2.29127596070195,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Bhutan,BTN,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Bolivia,BOL,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Bosnia and Herzegovina,BIH,0.0164393849956732,0.0140847302389965,..,..,..,0.0137988235253632,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Botswana,BWA,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Brazil,BRA,0.534227824917072,0.50302986740275,..,..,..,0.491261826581888,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,British Virgin Islands,VGB,13.9984168305137,10.4493525528287,..,..,..,8.39752998589193,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Brunei Darussalam,BRN,9.22934432080927,8.29286922158746,..,..,..,6.93345229635705,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Bulgaria,BGR,0.133327648462578,0.147224124854001,..,..,..,0.153736372494929,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Burkina Faso,BFA,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Burundi,BDI,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Cabo Verde,CPV,7.43464704555544,7.10252000028802,..,..,..,5.43484239052879,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Cambodia,KHM,1.81850834929852,1.62455239323672,..,..,..,1.31686557777455,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Cameroon,CMR,0.429315544054971,0.429040123527627,..,..,..,0.374256684907263,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Canada,CAN,0.756294886721027,0.675292534638136,..,..,..,0.548446866797473,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Cayman Islands,CYM,13.7386496056159,10.7935033026291,..,..,..,6.5274193573412,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Central African Republic,CAF,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Chad,TCD,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Chile,CHL,0.356500212138578,0.305750500213008,..,..,..,0.298507284653656,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,China,CHN,0.873821910899052,0.674956513746236,..,..,..,0.525493494671787,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Colombia,COL,0.578551487222616,0.570804374657833,..,..,..,0.560819728143082,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Comoros,COM,1.80398017623597,1.78790105376116,..,..,..,1.0717371283665,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,"Congo, Dem. Rep.",COD,0.0233498384380358,0.012957738521055,..,..,..,0.00913853187193326,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,"Congo, Rep.",COG,0.0734631176110433,0.206369301500772,..,..,..,0.232765601934944,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Costa Rica,CRI,1.03616369719189,1.06108570827364,..,..,..,1.03788380830136,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Cote d'Ivoire,CIV,0.750229057102414,0.614692477134796,..,..,..,0.546220265402917,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Croatia,HRV,1.81390497684725,1.87258348118229,..,..,..,1.8725473812526,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Cuba,CUB,0.998255896440062,1.01455266368339,..,..,..,0.958134331377632,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Curacao,CUW,0.250100048934062,0.307323250948059,..,..,..,0.314527486398455,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Cyprus,CYP,1.42815247879545,1.50998808836155,..,..,..,1.47959206123244,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Czechia,CZE,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Denmark,DNK,4.69002135237308,4.30690463568493,..,..,..,3.92285446408335,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Djibouti,DJI,2.64081879813276,2.90582106096569,..,..,..,2.46515159416008,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Dominica,DMA,8.04074089644493,6.53747976655237,..,..,..,5.89896221343101,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Dominican Republic,DOM,0.524874690942085,0.542733816193154,..,..,..,0.46092564144927,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Ecuador,ECU,0.890500393845593,0.786165238526739,..,..,..,0.861384509655568,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,"Egypt, Arab Rep.",EGY,3.71955161398343,3.18604965314287,..,..,..,2.59400620324785,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,El Salvador,SLV,0.683901699395096,0.608948834014546,..,..,..,0.606793605024035,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Equatorial Guinea,GNQ,0.97523507136671,0.685239182593836,..,..,..,0.760605228647691,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Eritrea,ERI,0.736875151957965,0.660353304258121,..,..,..,0.581773383142639,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Estonia,EST,1.09801648965427,1.35817696015837,..,..,..,1.29336376716785,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Eswatini,SWZ,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Ethiopia,ETH,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Faroe Islands,FRO,2.78552503999881,2.7681838549673,..,..,..,2.67390517589443,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Fiji,FJI,15.2533381679792,14.9202026614976,..,..,..,14.7786445299111,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Finland,FIN,1.65652532602441,1.57585330511573,..,..,..,1.65350924239274,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,France,FRA,0.835947007248033,0.832176659998917,..,..,..,0.817451612722433,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,French Polynesia,PYF,11.0075714613305,10.723262475292,..,..,..,11.0518882460169,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Gabon,GAB,2.56560213284311,2.37812077900916,..,..,..,1.64545528479071,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,"Gambia, The",GMB,3.68109419922539,2.94398898682692,..,..,..,2.38054370604878,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Georgia,GEO,0.665704850484163,0.763789289492003,..,..,..,0.812659071445247,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Germany,DEU,0.780776574283657,0.764712310555387,..,..,..,0.812293182122025,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Ghana,GHA,1.28032821950541,1.05545129975053,..,..,..,0.713151282968126,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Gibraltar,GIB,1.08817208841697,1.04943711208197,..,..,..,1.05708701328838,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Greece,GRC,2.30891220710152,2.22032155504929,..,..,..,2.24092863666269,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Greenland,GRL,50.1061248306534,44.6711283741609,..,..,..,43.4639415862052,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Grenada,GRD,3.14940202741148,2.09731239143956,..,..,..,1.73450933604762,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Guam,GUM,3.03833660446475,2.25783810441855,..,..,..,1.72552755970674,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Guatemala,GTM,0.101407731237526,0.103865000951524,..,..,..,0.0852897304716682,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Guinea,GIN,1.0285731586996,0.903497365468628,..,..,..,0.877802965275317,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Guinea-Bissau,GNB,2.36745462597966,2.56635168705236,..,..,..,3.29875818153047,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Guyana,GUY,29.0770175598044,27.0028400839918,..,..,..,26.4958053729339,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Haiti,HTI,1.46413986514498,1.27348900418636,..,..,..,1.13802268225283,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Honduras,HND,1.33209755274824,1.38749001506623,..,..,..,1.23430354707857,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,"Hong Kong SAR, China",HKG,0.559235158723327,0.543013589445635,..,..,..,0.555621452880751,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Hungary,HUN,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Iceland,ISL,7.22393760965615,5.85668685672593,..,..,..,4.99240299694362,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,India,IND,0.557314845172214,0.495774867883771,..,..,..,0.433148139684223,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Indonesia,IDN,2.45758185326032,2.40741515962927,..,..,..,2.44411367431195,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,"Iran, Islamic Rep.",IRN,0.105042861196354,0.149026292840359,..,..,..,0.16941793642199,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Iraq,IRQ,1.0706666711146,1.08130319965969,..,..,..,1.12272395140817,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Ireland,IRL,1.444661716514,1.31543260866526,..,..,..,1.16328424529186,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Isle of Man,IMN,3.13640689939705,3.04235085589597,..,..,..,2.36503217854988,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Israel,ISR,0.187046334240891,0.152255735579035,..,..,..,0.0980330499510691,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Italy,ITA,1.23533755601735,1.22715015576286,..,..,..,1.13354315167117,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Jamaica,JAM,2.58096360835972,2.16123237627327,..,..,..,1.82615616063086,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Japan,JPN,0.959430115194682,0.914619456868745,..,..,..,0.867822136159523,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Jordan,JOR,0.00854653848856866,0.0105669625978398,..,..,..,0.0151031586941344,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Kazakhstan,KAZ,0,0,..,..,..,0,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Kenya,KEN,0.338162185735128,0.244228135338107,..,..,..,0.199028942753775,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,Kiribati,KIR,28.9370489383479,27.7277438415613,..,..,..,20.2044495346547,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,"Korea, Dem. People's Rep.",PRK,1.25809241786709,1.39370268847276,..,..,..,1.5064415502029,..,..,..,..,..,..
Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,"Korea, Rep.",KOR,0.727738746173892,0.690436999741279,..,..,..,0.565016755944891,..,..,..,..,..,..
